,TITLE,ASSIGNMENT,RACE/ETHNICITY,AGE,YEARS_IN_SERVICE,DEGREE,CITY_RESIDENT?,AGENCY,FIRST_NAME,LAST_NAME,EMAIL,GENDER,IP_ADDRESS
56,POLICE OFFICER,CENTRAL DISTRICT,WHITE,51.0,23.0,1 YEAR COLLEGE OR LESS,NO,BPD,Gavan,Sawkin,gsawkin3b@nasa.gov,MALE,62.105.186.47
57,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,50.0,21.0,A.A. COMPLETED & RECEIVED,NO,BPD,Cory,Smolan,csmolan3c@ft.com,MALE,58.221.62.249
58,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,45.0,23.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Foster,Karpov,fkarpov3e@sakura.ne.jp,MALE,207.80.253.162
59,POLICE OFFICER,CENTRAL DISTRICT,WHITE,46.0,17.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Briant,Bahl,bbahl3g@squarespace.com,MALE,50.17.56.68
60,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,41.0,12.0,HGH SCHOOL GRADUATE,NO,BPD,Tremayne,McKerrow,tmckerrow3l@opera.com,MALE,108.241.185.220
61,POLICE OFFICER,CENTRAL DISTRICT,WHITE,46.0,15.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Creight,McKissack,cmckissack3n@phpbb.com,MALE,168.125.188.170
62,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,30.0,6.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Blaine,Bouts,bbouts3o@fda.gov,MALE,87.159.93.226
63,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,39.0,4.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Alfie,Risborough,arisborough3q@cargocollective.com,MALE,203.73.51.110
64,POLICE OFFICER,CENTRAL DISTRICT,WHITE,31.0,9.0,1 YEAR COLLEGE OR LESS,NO,BPD,Brewer,Cordeix,bcordeix3t@fda.gov,MALE,3.57.89.17
65,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,40.0,5.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Mart,Pie,mpie3u@nsw.gov.au,MALE,171.252.206.167
66,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,38.0,6.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Ware,Idale,widale3v@hc360.com,MALE,29.155.106.1
67,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,41.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Cliff,Graybeal,cgraybeal3w@home.pl,MALE,41.116.248.3
68,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,50.0,18.0,HGH SCHOOL GRADUATE,NO,BPD,Jasper,Valett,jvalett3x@sina.com.cn,MALE,64.255.146.107
69,POLICE OFFICER,CENTRAL DISTRICT,WHITE,45.0,15.0,A.A. COMPLETED & RECEIVED,NO,BPD,Bordy,De Minico,bdeminico3y@miitbeian.gov.cn,MALE,222.61.50.244
70,POLICE OFFICER,CENTRAL DISTRICT,WHITE,35.0,14.0,3 YEARS COLLEGE,NO,BPD,Marlo,Gavozzi,mgavozzi40@cloudflare.com,MALE,152.52.85.240
71,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,39.0,17.0,HGH SCHOOL GRADUATE,NO,BPD,Pierce,McReedy,pmcreedy42@mapquest.com,MALE,104.180.127.151
72,POLICE OFFICER,CENTRAL DISTRICT,WHITE,33.0,6.0,HGH SCHOOL GRADUATE,NO,BPD,Joaquin,Woodwing,jwoodwing43@wikipedia.org,MALE,17.204.177.191
73,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,45.0,11.0,4 YEARS COLLEGE,NO,BPD,Daron,Henden,dhenden4a@goo.gl,MALE,71.251.151.168
74,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,43.0,13.0,HGH SCHOOL GRADUATE,NO,BPD,Gaven,Housin,ghousin4b@usgs.gov,MALE,205.110.22.32
75,POLICE OFFICER,CENTRAL DISTRICT,WHITE,44.0,13.0,1 YEAR COLLEGE OR LESS,NO,BPD,Far,Verbrugghen,fverbrugghen4d@webeden.co.uk,MALE,234.47.19.120
76,POLICE OFFICER,CENTRAL DISTRICT,WHITE,39.0,17.0,HGH SCHOOL GRADUATE,NO,BPD,Cornelius,Romayn,cromayn4e@buzzfeed.com,MALE,209.187.2.132
77,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,43.0,18.0,1 YEAR COLLEGE OR LESS,NO,BPD,Flynn,Fannin,ffannin4g@opensource.org,MALE,55.25.18.71
78,POLICE OFFICER,CENTRAL DISTRICT,WHITE,42.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Rowen,Kesley,rkesley4i@techcrunch.com,MALE,189.5.26.166
79,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,30.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Thayne,Coarser,tcoarser4j@wikia.com,MALE,105.193.113.80
80,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,38.0,17.0,HGH SCHOOL GRADUATE,NO,BPD,Theobald,Kittel,tkittel4k@bbc.co.uk,MALE,155.175.198.135
81,POLICE OFFICER,CENTRAL DISTRICT,WHITE,44.0,18.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Wiley,O'Drought,wodrought4n@epa.gov,MALE,152.36.230.254
82,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,64.0,38.0,3 YEARS COLLEGE,NO,BPD,Cecilius,Dalli,cdalli4q@unc.edu,MALE,72.188.150.111
83,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,49.0,24.0,HGH SCHOOL GRADUATE,NO,BPD,Fran,Danihelka,fdanihelka4r@wikia.com,MALE,221.85.14.205
84,POLICE OFFICER,CENTRAL DISTRICT,WHITE,44.0,23.0,1 YEAR COLLEGE OR LESS,NO,BPD,Charles,Doulden,cdoulden4t@parallels.com,MALE,194.24.227.71
85,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,53.0,15.0,1 YEAR COLLEGE OR LESS,NO,BPD,Myles,Croston,mcroston4v@ocn.ne.jp,MALE,152.201.233.251
86,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,52.0,32.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Anatol,Prescote,aprescote4x@springer.com,MALE,95.22.122.21
87,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,46.0,23.0,1 YEAR COLLEGE OR LESS,NO,BPD,Rod,Macartney,rmacartney4y@biglobe.ne.jp,MALE,250.101.96.158
88,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,35.0,13.0,HGH SCHOOL GRADUATE,NO,BPD,Arne,Parkyn,aparkyn4z@theglobeandmail.com,MALE,249.115.82.205
89,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,43.0,18.0,HGH SCHOOL GRADUATE,NO,BPD,Locke,Wyne,lwyne51@sciencedirect.com,MALE,232.206.112.64
90,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,41.0,21.0,1 YEAR COLLEGE OR LESS,NO,BPD,Alair,Greenside,agreenside53@geocities.jp,MALE,166.21.134.204
91,POLICE OFFICER,CENTRAL DISTRICT,WHITE,46.0,24.0,HGH SCHOOL GRADUATE,NO,BPD,Xenos,Dy,xdy54@wiley.com,MALE,159.56.54.54
92,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,47.0,22.0,HGH SCHOOL GRADUATE,NO,BPD,Dougy,Raubheim,draubheim55@w3.org,MALE,248.161.127.153
93,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,46.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Martino,Dobbs,mdobbs56@addthis.com,MALE,108.140.37.98
94,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,36.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Gustavo,Grigorini,ggrigorini58@imdb.com,MALE,12.125.161.117
95,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,39.0,8.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Jdavie,Conen,jconen5a@umich.edu,MALE,35.247.198.50
96,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,51.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Benny,Kleinschmidt,bkleinschmidt5c@devhub.com,MALE,10.205.54.66
97,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,39.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Rossy,Ballinghall,rballinghall5d@ibm.com,MALE,76.41.222.89
98,POLICE OFFICER,CENTRAL DISTRICT,WHITE,40.0,17.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Michale,Deetlof,mdeetlof5e@hubpages.com,MALE,113.195.212.4
99,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,36.0,11.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Eziechiele,Boothebie,eboothebie5f@reference.com,MALE,53.245.13.238
100,POLICE OFFICER,CENTRAL DISTRICT,WHITE,33.0,10.0,1 YEAR COLLEGE OR LESS,NO,BPD,Ky,Cabena,kcabena5h@miitbeian.gov.cn,MALE,33.128.43.146
101,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,38.0,10.0,1 YEAR COLLEGE OR LESS,NO,BPD,Wernher,Duck,wduck5l@mozilla.org,MALE,161.220.36.51
102,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,37.0,13.0,HGH SCHOOL GRADUATE,NO,BPD,Darby,Cochran,dcochran5o@webs.com,MALE,116.181.195.24
103,POLICE OFFICER,CENTRAL DISTRICT,OTHER HISPANIC,45.0,9.0,A.A. COMPLETED & RECEIVED,NO,BPD,Clarke,Cloney,ccloney5p@buzzfeed.com,MALE,90.215.80.121
104,POLICE OFFICER,CENTRAL DISTRICT,AFRICAN AMERICAN,41.0,20.0,HGH SCHOOL GRADUATE,NO,BPD,Maurizio,Terzza,mterzza5q@netlog.com,MALE,120.210.200.44
105,POLICE OFFICER,CENTRAL DISTRICT,WHITE,29.0,7.0,3 YEARS COLLEGE,NO,BPD,Ferguson,Thormwell,fthormwell5r@gizmodo.com,MALE,72.236.165.46
106,POLICE SERGEANT,CENTRAL DISTRICT,AFRICAN AMERICAN,44.0,22.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Baird,Stodit,bstodit5v@who.int,MALE,165.191.72.168
107,POLICE SERGEANT,CENTRAL DISTRICT,AFRICAN AMERICAN,45.0,14.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Bent,Weson,bweson5x@pbs.org,MALE,2.10.185.246
108,POLICE SERGEANT,CENTRAL DISTRICT,AFRICAN AMERICAN,44.0,23.0,HGH SCHOOL GRADUATE,NO,BPD,Pavlov,Bispham,pbispham5y@bandcamp.com,MALE,98.93.54.107
109,POLICE SERGEANT,CENTRAL DISTRICT,WHITE,40.0,15.0,1 YEAR COLLEGE OR LESS,NO,BPD,Hastings,Jenks,hjenks5z@theguardian.com,MALE,131.157.171.10
110,POLICE SERGEANT,CENTRAL DISTRICT,WHITE,41.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Rogers,Castagnone,rcastagnone61@opera.com,MALE,119.59.11.2
111,POLICE SERGEANT,CENTRAL DISTRICT,WHITE,43.0,20.0,1 YEAR COLLEGE OR LESS,NO,BPD,Rand,Joney,rjoney62@samsung.com,MALE,61.186.53.142
112,POLICE SERGEANT,CENTRAL DISTRICT,WHITE,39.0,17.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Ferdy,McBryde,fmcbryde69@columbia.edu,MALE,72.38.8.54
113,POLICE SERGEANT,CENTRAL DISTRICT,WHITE,47.0,19.0,A.A. COMPLETED & RECEIVED,NO,BPD,Leslie,Suffe,lsuffe6a@ustream.tv,MALE,138.38.91.133
114,POLICE SERGEANT,CENTRAL DISTRICT,AFRICAN AMERICAN,59.0,40.0,1 YEAR COLLEGE OR LESS,NO,BPD,Jan,Madine,jmadine6b@tumblr.com,MALE,122.204.124.78
115,POLICE LIEUTENANT,DDU-CD,WHITE,45.0,22.0,1 YEAR COLLEGE OR LESS,NO,BPD,Ezekiel,Kreuzer,ekreuzer6d@bizjournals.com,MALE,202.107.32.34
116,POLICE SERGEANT,CENTRAL DISTRICT,AFRICAN AMERICAN,42.0,16.0,HGH SCHOOL GRADUATE,NO,BPD,Gardy,Week,gweek6f@yelp.com,MALE,146.155.203.171
117,POLICE SERGEANT,CENTRAL DISTRICT,WHITE,45.0,19.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Isidore,Strugnell,istrugnell6g@photobucket.com,MALE,107.99.31.143
118,POLICE SERGEANT,CENTRAL DISTRICT,WHITE,51.0,28.0,A.A. COMPLETED & RECEIVED,NO,BPD,Mordy,Shoubridge,mshoubridge6h@amazonaws.com,MALE,23.182.103.98
119,POLICE SERGEANT,CENTRAL DISTRICT,WHITE,40.0,8.0,1 YEAR COLLEGE OR LESS,NO,BPD,Arturo,Place,aplace6j@wikia.com,MALE,31.30.77.76
120,POLICE SERGEANT,CENTRAL DISTRICT,OTHER HISPANIC,43.0,14.0,1 YEAR COLLEGE OR LESS,NO,BPD,Sebastian,Martijn,smartijn6k@multiply.com,MALE,168.29.78.75
121,POLICE OFFICER,COMMUNICATIONS UNIT,AFRICAN AMERICAN,63.0,32.0,HGH SCHOOL GRADUATE,YES,BPD,Mallory,Vale,mvale6l@uol.com.br,MALE,229.83.232.118
122,POLICE OFFICER,COMMUNICATIONS UNIT,AFRICAN AMERICAN,56.0,32.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Clemens,Gandley,cgandley6m@dagondesign.com,MALE,213.254.219.240
123,POLICE SERGEANT,COMMUNICATIONS UNIT,WHITE,59.0,41.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Frederik,Cunnell,fcunnell6n@elegantthemes.com,MALE,194.84.125.0
124,POLICE SERGEANT,COMMUNICATIONS UNIT,AFRICAN AMERICAN,49.0,28.0,1 YEAR COLLEGE OR LESS,NO,BPD,Rudd,Ivanovic,rivanovic6p@hexun.com,MALE,153.44.32.56
125,POLICE SERGEANT,COMMUNICATIONS UNIT,AFRICAN AMERICAN,40.0,22.0,HGH SCHOOL GRADUATE,NO,BPD,Aleksandr,Stivey,astivey6r@ucoz.ru,MALE,142.193.198.57
126,POLICE LIEUTENANT,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,45.0,20.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Kristoforo,Reyner,kreyner6s@tripod.com,MALE,131.109.38.144
127,POLICE LIEUTENANT,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,45.0,21.0,HGH SCHOOL GRADUATE,NO,BPD,Mischa,Tipperton,mtipperton6u@mit.edu,MALE,123.156.118.18
128,POLICE LIEUTENANT COLONEL,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,55.0,36.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Eric,McKinney,emckinney6v@dailymotion.com,MALE,243.46.154.81
129,POLICE OFFICER,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,44.0,21.0,HGH SCHOOL GRADUATE,YES,BPD,Andras,Jeger,ajeger6w@cnet.com,MALE,38.125.123.7
130,POLICE OFFICER,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,40.0,17.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Curran,Bartolomeazzi,cbartolomeazzi6x@ibm.com,MALE,184.189.214.212
131,POLICE OFFICER,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,40.0,20.0,1 YEAR COLLEGE OR LESS,NO,BPD,Cedric,Dello,cdello6y@github.com,MALE,213.10.122.16
132,POLICE OFFICER,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,51.0,13.0,HGH SCHOOL GRADUATE,YES,BPD,Fabiano,Blind,fblind6z@jimdo.com,MALE,187.93.80.249
133,POLICE OFFICER,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,45.0,16.0,HGH SCHOOL GRADUATE,NO,BPD,Aluino,Pendre,apendre71@icio.us,MALE,117.212.2.40
134,POLICE OFFICER,COMMUNITY PARTNERSHIPS DIV,OTHER HISPANIC,33.0,9.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Morie,Patsall,mpatsall77@nps.gov,MALE,178.39.193.82
135,POLICE OFFICER,COMMUNITY PARTNERSHIPS DIV,WHITE,38.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Verge,McCheyne,vmccheyne78@loc.gov,MALE,244.14.59.64
136,POLICE OFFICER,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,39.0,16.0,HGH SCHOOL GRADUATE,NO,BPD,Wilmer,Rableau,wrableau79@smh.com.au,MALE,254.45.125.165
137,POLICE OFFICER (EID),COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,31.0,8.0,A.A. COMPLETED & RECEIVED,NO,BPD,Renaud,Trodden,rtrodden7a@google.nl,MALE,50.191.66.121
138,POLICE SERGEANT,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,37.0,16.0,HGH SCHOOL GRADUATE,YES,BPD,Cob,Casini,ccasini7b@so-net.ne.jp,MALE,93.103.235.196
139,POLICE SERGEANT,COMMUNITY PARTNERSHIPS DIV,AFRICAN AMERICAN,35.0,15.0,1 YEAR COLLEGE OR LESS,YES,BPD,Zach,Pighills,zpighills7i@redcross.org,MALE,166.9.144.12
140,POLICE LIEUTENANT,DDU - ADVANCED TECHNICAL TEAM,WHITE,43.0,23.0,1 YEAR COLLEGE OR LESS,NO,BPD,Nahum,Creeber,ncreeber7m@photobucket.com,MALE,113.169.203.205
141,POLICE OFFICER,DDU - ADVANCED TECHNICAL TEAM,WHITE,38.0,16.0,1 YEAR COLLEGE OR LESS,NO,BPD,Mischa,Serris,mserris7n@tamu.edu,MALE,204.26.173.86
142,POLICE OFFICER,DDU - ADVANCED TECHNICAL TEAM,WHITE,39.0,13.0,HGH SCHOOL GRADUATE,NO,BPD,Shellysheldon,Takkos,stakkos7o@digg.com,MALE,200.7.177.168
143,POLICE OFFICER,DDU - ADVANCED TECHNICAL TEAM,OTHER HISPANIC,33.0,7.0,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD,Nappy,Ryall,nryall7q@home.pl,MALE,70.207.111.229
144,POLICE OFFICER,DDU - ADVANCED TECHNICAL TEAM,AFRICAN AMERICAN,34.0,11.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Benito,Midson,bmidson7r@salon.com,MALE,32.135.70.231
145,POLICE OFFICER,DDU - ADVANCED TECHNICAL TEAM,WHITE,27.0,7.0,HGH SCHOOL GRADUATE,NO,BPD,Jarret,Kellart,jkellart7s@g.co,MALE,32.193.225.32
146,POLICE OFFICER,DDU - ADVANCED TECHNICAL TEAM,WHITE,43.0,19.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Moss,Burkwood,mburkwood7w@4shared.com,MALE,253.198.63.129
147,POLICE OFFICER,DDU - ADVANCED TECHNICAL TEAM,WHITE,33.0,12.0,1 YEAR COLLEGE OR LESS,YES,BPD,Sutton,Decayette,sdecayette7x@simplemachines.org,MALE,173.97.212.25
148,POLICE SERGEANT,DDU - ADVANCED TECHNICAL TEAM,WHITE,42.0,19.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Lowe,Pullman,lpullman7z@amazon.com,MALE,82.178.211.209
149,CAPTAIN,DDU - CITY WIDE ROBBERY UNIT,AFRICAN AMERICAN,46.0,18.0,5 YEARS COLLEGE,NO,BPD,Tucky,Impey,timpey80@slideshare.net,MALE,185.152.67.121
150,POLICE LIEUTENANT,DDU - CITY WIDE ROBBERY UNIT,WHITE,43.0,13.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Haslett,Kunzel,hkunzel81@nasa.gov,MALE,60.252.27.104
151,POLICE OFFICER,DDU - CITY WIDE ROBBERY UNIT,WHITE,37.0,12.0,HGH SCHOOL GRADUATE,NO,BPD,Patrice,Okie,pokie83@nbcnews.com,MALE,44.148.70.151
152,POLICE OFFICER,DDU - CITY WIDE ROBBERY UNIT,WHITE,44.0,19.0,1 YEAR COLLEGE OR LESS,NO,BPD,Garold,Mothersole,gmothersole84@marketwatch.com,MALE,74.168.220.184
153,POLICE OFFICER,DDU - CITY WIDE ROBBERY UNIT,WHITE,44.0,11.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Yancy,Sperwell,ysperwell85@aboutads.info,MALE,2.18.98.149
154,POLICE OFFICER,DDU - CITY WIDE ROBBERY UNIT,WHITE,50.0,21.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Currey,MacGragh,cmacgragh87@istockphoto.com,MALE,38.138.240.128
155,POLICE OFFICER,DDU - CITY WIDE ROBBERY UNIT,WHITE,47.0,18.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Hamil,Brisseau,hbrisseau8d@smugmug.com,MALE,142.43.25.16
156,POLICE OFFICER,DDU - CITY WIDE ROBBERY UNIT,WHITE,43.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Georgy,Philippard,gphilippard8h@google.com,MALE,223.211.92.202
157,POLICE OFFICER,DDU - CITY WIDE ROBBERY UNIT,AFRICAN AMERICAN,37.0,15.0,1 YEAR COLLEGE OR LESS,NO,BPD,Mord,Libermore,mlibermore8i@over-blog.com,MALE,21.205.200.41
158,POLICE OFFICER,DDU - CITY WIDE ROBBERY UNIT,WHITE,48.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Pieter,Fincken,pfincken8j@squidoo.com,MALE,247.197.73.190
159,POLICE OFFICER,DDU - CITY WIDE ROBBERY UNIT,AFRICAN AMERICAN,47.0,13.0,HGH SCHOOL GRADUATE,NO,BPD,Kelley,Verecker,kverecker8k@ucsd.edu,MALE,215.174.80.2
160,POLICE OFFICER,DDU - CITY WIDE ROBBERY UNIT,WHITE,43.0,16.0,3 YEARS COLLEGE,NO,BPD,Zacharie,Vannucci,zvannucci8o@mac.com,MALE,58.145.184.251
161,POLICE SERGEANT,DDU - CITY WIDE ROBBERY UNIT,WHITE,31.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,YES,BPD,Marve,Pulver,mpulver8p@seesaa.net,MALE,183.147.157.183
162,POLICE SERGEANT,DDU - CITY WIDE ROBBERY UNIT,WHITE,47.0,15.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Baudoin,Jakes,bjakes8q@goodreads.com,MALE,96.45.149.190
163,POLICE OFFICER,DDU-CD,AFRICAN AMERICAN,51.0,19.0,HGH SCHOOL GRADUATE,NO,BPD,Man,Raffan,mraffan8s@sciencedaily.com,MALE,20.81.79.24
164,POLICE OFFICER,DDU-CD,AFRICAN AMERICAN,40.0,16.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Lek,Etty,letty8u@ed.gov,MALE,77.81.156.63
165,POLICE OFFICER,DDU-CD,WHITE,39.0,8.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Yanaton,Card,ycard8x@cbsnews.com,MALE,123.73.186.108
166,POLICE OFFICER,DDU-CD,AFRICAN AMERICAN,35.0,3.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Alvan,Treadaway,atreadaway90@va.gov,MALE,0.141.71.85
167,POLICE OFFICER,DDU-CD,WHITE,30.0,6.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Oliviero,Stot,ostot92@amazon.co.jp,MALE,19.135.210.32
168,POLICE OFFICER,DDU-CD,WHITE,48.0,22.0,1 YEAR COLLEGE OR LESS,NO,BPD,Bartlet,Monketon,bmonketon94@diigo.com,MALE,238.240.11.148
169,POLICE OFFICER,DDU-CD,WHITE,42.0,21.0,HGH SCHOOL GRADUATE,NO,BPD,Hussein,Matteoni,hmatteoni95@usda.gov,MALE,39.49.13.232
170,POLICE OFFICER,DDU-CD,WHITE,50.0,9.0,1 YEAR COLLEGE OR LESS,NO,BPD,Nap,Cranham,ncranham96@va.gov,MALE,175.185.32.14
171,POLICE SERGEANT,DDU-CD,WHITE,60.0,33.0,A.A. COMPLETED & RECEIVED,NO,BPD,Ethan,Kunisch,ekunisch98@seesaa.net,MALE,121.160.20.112
172,POLICE OFFICER,DDU-ED,AFRICAN AMERICAN,43.0,9.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Webb,Josefowicz,wjosefowicz99@i2i.jp,MALE,127.222.206.168
173,POLICE OFFICER,DDU-ED,OTHER HISPANIC,40.0,13.0,HGH SCHOOL GRADUATE,NO,BPD,Abby,Strettle,astrettle9a@vk.com,MALE,175.27.79.7
174,POLICE OFFICER,DDU-ED,AFRICAN AMERICAN,49.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Pail,Emer,pemer9d@fastcompany.com,MALE,201.41.197.136
175,POLICE OFFICER,DDU-ED,AFRICAN AMERICAN,44.0,11.0,2 YEARS COLLEGE; NO A. A.,YES,BPD,Major,Benoey,mbenoey9e@webnode.com,MALE,230.75.182.115
176,POLICE OFFICER,DDU-ED,AFRICAN AMERICAN,39.0,17.0,HGH SCHOOL GRADUATE,NO,BPD,Brigg,Dunphie,bdunphie9k@xrea.com,MALE,55.209.1.226
177,POLICE OFFICER,DDU-ED,AFRICAN AMERICAN,47.0,11.0,HGH SCHOOL GRADUATE,NO,BPD,Filberto,Poulton,fpoulton9l@slashdot.org,MALE,39.64.137.141
178,POLICE OFFICER,DDU-ED,AFRICAN AMERICAN,30.0,5.0,HGH SCHOOL GRADUATE,NO,BPD,Ansell,Lennie,alennie9m@a8.net,MALE,223.158.210.10
179,POLICE OFFICER,DDU-ND,WHITE,44.0,22.0,HGH SCHOOL GRADUATE,NO,BPD,Davidson,MacSkeagan,dmacskeagan9n@aboutads.info,MALE,206.71.39.189
180,POLICE OFFICER,DDU-ND,WHITE,43.0,16.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Felicio,Alvis,falvis9q@cdbaby.com,MALE,229.253.20.201
181,POLICE OFFICER,DDU-ND,AFRICAN AMERICAN,40.0,13.0,B.A. OR B.S. COMPLETED & RECEIVED,NO,BPD,Chickie,Elan,celan9t@scientificamerican.com,MALE,196.234.247.226
182,POLICE OFFICER,DDU-ND,AFRICAN AMERICAN,34.0,8.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Shepard,Stack,sstack9v@ca.gov,MALE,209.55.130.50
183,POLICE OFFICER,DDU-ND,WHITE,30.0,8.0,2 YEARS COLLEGE; NO A. A.,NO,BPD,Udale,Craighead,ucraighead9w@1und1.de,MALE,223.117.199.173
184,POLICE OFFICER,DDU-ND,WHITE,48.0,15.0,HIGH SCHOOL GED / EQUIVALENCY,NO,BPD,Benny,McGruar,bmcgruar9x@engadget.com,MALE,109.249.102.181
185,POLICE OFFICER,DDU-ND,WHITE,42.0,13.0,HGH SCHOOL GRADUATE,NO,BPD,Amery,Bunnell,abunnell9z@guardian.co.uk,MALE,162.234.175.62
186,POLICE SERGEANT,DDU-ND,AFRICAN AMERICAN,43.0,14.0,HGH SCHOOL GRADUATE,NO,BPD,Denney,Masterman,dmastermana0@wisc.edu,MALE,179.99.124.233
